13	41535817	41535945	21	+
2	55717855	55717974	21	-
13	41576790	41576918	21	+
7	54335610	54335901	21	+
7	506243	506368	21	+
12	18605694	18605816	21	+
11	10142158	10142275	21	-
10	18556869	18556996	21	+
10	54260598	54260833	22	-
10	58775889	58776154	20	+
11	21404984	21405219	22	+
12	3740747	3740867	21	+
13	2969208	2969297	22	+
13	2969531	2969753	22	-
13	2972215	2972334	22	+
13	2973192	2973410	22	+
1	21226020	21226103	21	-
1	2950500	2950730	22	+
1	54985894	54986127	21	+
1	55142103	55142338	21	-
1	55326462	55326706	21	-
1	6791825	6792086	21	+
2	55818562	55818693	20	+
2	62163035	62163263	22	-
3	16706830	16706957	21	-
3	37471577	37471716	21	+
4	12325021	12325132	21	-
4	47815816	47815962	21	+
5	56355970	56356073	21	+
5	63787315	63787427	22	+
5	9817346	9817610	20	-
5	9817855	9817932	20	-
6	1538332	1538564	22	-
6	28706218	28706337	22	+
6	44983253	44983371	21	-
7	11589645	11589754	20	+
7	5670460	5670656	21	+
7	8919029	8919115	21	-
9	11635109	11635193	21	+
9	29520283	29520460	21	-
9	32248035	32248154	21	-
9	53000216	53000371	21	+
